,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9424678274034822,0.9434879335605416,0.9424678274034822,0.9424223049712304
1,test,0.816206589492431,0.8216587147399191,0.816206589492431,0.8150256178924041
