,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.991359904661017,0.9913646263034477,0.991359904661017,0.9913563451540792
1,test,0.9673927436440678,0.9676569265367101,0.9673927436440678,0.9672321872243957
