,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9819811320754717,0.9820268315262148,0.9819811320754717,0.9818844874964652
1,test,0.8643121273866123,0.860895467944942,0.8643121273866123,0.8591841306710134
