,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9346365201271186,0.9352656267972695,0.9346365201271186,0.9346267695958823
1,test,0.9124073093220338,0.9133706312333493,0.9124073093220338,0.9124410081537624
