,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.7607358490566037,0.822311689202514,0.7607358490566037,0.724512559775584
1,test,0.7002490378084673,0.7792507622470263,0.7002490378084673,0.6417138869352909
