,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9921792240466102,0.9921813773761446,0.9921792240466102,0.9921771954756261
1,test,0.9686175847457628,0.9688436685326292,0.9686175847457628,0.9684686348759893
