,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9935849056603774,0.9935862738279725,0.9935849056603774,0.993575157988892
1,test,0.8704248735944456,0.866847935525308,0.8704248735944456,0.8673511370608591
