,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9858841341229906,0.9858906096178761,0.9858841341229906,0.9858823438475549
1,test,0.8115761353517364,0.8120707834944295,0.8115761353517364,0.8115290858340786
