,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9955470454646658,0.9955498304635924,0.9955470454646658,0.9955467204318911
1,test,0.8128227960819234,0.812846290482442,0.8128227960819234,0.8127152239691992
