,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.7144905660377359,0.7946445110195935,0.7144905660377359,0.6629003545485727
1,test,0.6752697909591729,0.7608519962580156,0.6752697909591729,0.6054494295691192
