,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9582395391949152,0.9584743616569159,0.9582395391949152,0.9582462306535402
1,test,0.9371358580508474,0.937608910379863,0.9371358580508474,0.9371725343377502
