,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9884668477534845,0.9884704098628561,0.9884668477534845,0.9884657278947219
1,test,0.807479964381122,0.8075407125073952,0.807479964381122,0.8073248188233223
