,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9616792452830188,0.9616917269083691,0.9616792452830188,0.9612761168571723
1,test,0.8558599350992377,0.8517396825096903,0.8558599350992377,0.8508534118958023
