,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9859433962264151,0.985960484746737,0.9859433962264151,0.9858893941376647
1,test,0.866877971473851,0.8629474273303538,0.866877971473851,0.8633000518365038
