,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.7257735849056604,0.7992526434091176,0.7257735849056604,0.678629060511136
1,test,0.6768545770130556,0.7585143407298964,0.6768545770130556,0.607998248318174
