,Data,Accuracy,Precision,Recall,F1 Score
0,train,0.9935849056603774,0.9935862738279725,0.9935849056603774,0.993575157988892
1,test,0.8695947475662215,0.8660018358514793,0.8695947475662215,0.8661360160521383
